id,type of property,subtype of property,locality,province,postalCode,price,type of sale,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10417926,HOUSE,FARMHOUSE,Heusden-Zolder,Limburg,3550,1390000,residential_sale,3,0,0,False,False,0,0,0,0,300,56841,4,0,to_renovate
10609970,HOUSE,VILLA,Petit-Enghien,Hainaut,7850,1390000,residential_sale,5,0,hyper_equipped,False,False,1,75,1,2640,340,2840,4,1,as_new
10590968,HOUSE,HOUSE,Woluwe-Saint-Pierre,Brussels,1150,1450000,residential_sale,6,36,not_installed,0,False,1,0,0,0,400,1500,4,False,to_renovate
10588712,HOUSE,VILLA,Woluwe-Saint-Pierre,Brussels,1150,1450000,residential_sale,6,0,semi_equipped,0,False,1,0,0,0,400,1550,4,0,good
10578409,HOUSE,HOUSE,Waterloo,Walloon Brabant,1410,1490000,residential_sale,3,0,usa_hyper_equipped,False,False,1,0,0,0,496,715,4,1,just_renovated
10519952,HOUSE,HOUSE,Chaumont-Gistoux,Walloon Brabant,1325,1499000,residential_sale,4,0,installed,False,False,1,0,1,33457,650,33457,4,1,good
10552335,HOUSE,VILLA,Ville-Pommeroeul,Hainaut,7322,1500000,residential_sale,3,0,hyper_equipped,0,False,1,0,1,5200,475,5731,4,1,as_new
10568763,HOUSE,VILLA,Woluwe-Saint-Pierre,Brussels,1150,1590000,residential_sale,4,46,hyper_equipped,False,False,1,92,0,0,300,1150,4,False,as_new
10512643,HOUSE,VILLA,Rhode-Saint-Genèse,Flemish Brabant,1640,1590000,residential_sale,5,58,hyper_equipped,False,False,1,0,0,0,325,1918,4,False,good
10536745,HOUSE,HOUSE,Knokke-Heist,West Flanders,8300,1650000,residential_sale,4,0,installed,0,False,1,0,1,100,155,140,3,False,as_new
10587393,HOUSE,VILLA,Koksijde,West Flanders,8670,1695000,residential_sale,6,0,0,False,False,0,0,1,0,300,3278,0,False,to_be_done_up
9941376,APARTMENT,LOFT,Mons,Hainaut,7000,299000,residential_sale,1,49,hyper_equipped,False,False,1,22,0,0,88,0,2,0,as_new
10506131,APARTMENT,APARTMENT,Jabbeke,West Flanders,8490,299000,residential_sale,2,0,0,0,False,1,0,1,0,95,0,0,False,0
9262319,APARTMENT,APARTMENT,Halle,Flemish Brabant,1500,313500,residential_sale,2,0,0,0,1,0,0,0,0,113,0,0,0,0
10616148,APARTMENT,APARTMENT,Izegem,West Flanders,8870,317000,residential_sale,2,0,hyper_equipped,0,False,1,0,1,0,107,0,0,False,as_new
10485473,APARTMENT,APARTMENT,Gerpinnes,Hainaut,6280,319900,residential_sale,4,0,0,0,1,0,0,0,0,0,0,4,0,good
9841474,APARTMENT,SERVICE_FLAT,Oostduinkerke,West Flanders,8670,320000,residential_sale,2,0,0,False,False,0,0,0,0,79,0,0,1,good
9262758,APARTMENT,APARTMENT,Halle,Flemish Brabant,1500,324000,residential_sale,2,0,0,0,1,0,0,0,0,118,0,0,0,0
10636349,APARTMENT,GROUND_FLOOR,Halle,Flemish Brabant,1500,329000,residential_sale,1,25,hyper_equipped,False,False,1,15,1,251,128,0,0,False,as_new
10358988,APARTMENT,DUPLEX,Halle,Flemish Brabant,1500,329000,residential_sale,2,35,0,0,False,1,10,0,0,101,0,0,0,good
10506219,APARTMENT,GROUND_FLOOR,Sint-Pieters-Leeuw,Flemish Brabant,1600,329000,residential_sale,2,0,0,0,False,0,0,1,0,88,0,0,False,just_renovated
10606456,APARTMENT,GROUND_FLOOR,Boechout,Antwerp,2530,330000,residential_sale,3,40,installed,False,1,1,20,1,85,114,0,3,0,good
10504636,APARTMENT,APARTMENT,Oordegem,East Flanders,9340,334000,residential_sale,2,45,installed,False,False,0,0,1,0,110,0,2,False,as_new
10582451,APARTMENT,APARTMENT,Mechelen,Antwerp,2800,335000,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,84,0,2,False,as_new
10590941,APARTMENT,FLAT_STUDIO,Knokke,West Flanders,8300,339000,residential_sale,0,0,hyper_equipped,False,False,1,4,0,0,32,0,2,0,as_new
10411887,APARTMENT,APARTMENT,Leuven,Flemish Brabant,3000,345000,residential_sale,1,0,installed,False,False,1,0,0,0,62,0,2,False,good
9864618,APARTMENT,APARTMENT,Evergem,East Flanders,9940,347500,residential_sale,3,0,installed,False,False,1,9,1,0,145,0,2,False,as_new
10616138,APARTMENT,APARTMENT,Brugge,West Flanders,8000,349000,residential_sale,3,0,0,False,False,1,0,0,0,109,0,0,False,0
10624676,APARTMENT,APARTMENT,Aalst,East Flanders,9300,349000,residential_sale,2,0,installed,0,False,1,0,0,0,0,0,0,False,0
10632944,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,350000,residential_sale,1,0,installed,False,False,1,0,0,0,40,0,0,False,as_new
10613324,APARTMENT,APARTMENT,Marche-en-Famenne,Luxembourg,6900,355000,residential_sale,2,28,0,False,False,1,113,0,0,87,0,2,0,as_new
9864616,APARTMENT,APARTMENT,Evergem,East Flanders,9940,357500,residential_sale,2,0,installed,False,False,1,8,1,0,107,0,2,False,as_new
10643332,APARTMENT,GROUND_FLOOR,Aartselaar,Antwerp,2630,359000,residential_sale,3,35,0,0,False,1,12,1,58,98,0,0,0,0
10401410,APARTMENT,APARTMENT,Morlanwelz,Hainaut,7140,359000,residential_sale,3,18,installed,False,False,0,0,0,0,0,0,0,False,0
8979532,APARTMENT,APARTMENT,Halle,Flemish Brabant,1500,362000,residential_sale,3,0,0,0,1,0,0,0,0,117,0,0,0,0
10591975,APARTMENT,APARTMENT,Antwerpen,Antwerp,2020,379000,residential_sale,2,48,usa_hyper_equipped,0,False,1,9,0,0,112,0,0,False,0
10309374,APARTMENT,APARTMENT,Woluwe-St-Lambert,Brussels,1200,380000,residential_sale,2,40,hyper_equipped,False,False,0,0,0,0,97,0,2,0,as_new
10401257,APARTMENT,GROUND_FLOOR,Hemiksem,Antwerp,2620,385000,residential_sale,2,32,0,0,False,1,16,1,163,83,0,0,1,0
10613322,APARTMENT,APARTMENT,Fléron,Liège,4620,385000,residential_sale,3,0,0,0,False,0,0,0,0,156,0,3,0,as_new
10600768,APARTMENT,APARTMENT,Magnée,Liège,4623,385000,residential_sale,3,0,0,0,False,0,0,0,0,156,0,3,0,as_new
10604410,APARTMENT,APARTMENT,De Panne,West Flanders,8660,385500,residential_sale,2,30,0,False,False,0,0,0,0,84,0,2,False,0
10618019,HOUSE,VILLA,Uccle,Brussels,1180,1850000,residential_sale,4,40,hyper_equipped,False,False,1,30,1,1500,370,2000,4,False,as_new
10552595,HOUSE,VILLA,Wezembeek-Oppem,Flemish Brabant,1970,1890000,residential_sale,4,70,usa_hyper_equipped,False,False,1,60,0,0,340,210,4,False,as_new
10585244,HOUSE,HOUSE,Auderghem,Brussels,1160,1995000,residential_sale,5,48,hyper_equipped,False,False,1,47,1,250,560,506,2,False,as_new
10599571,HOUSE,MANSION,Ixelles,Brussels,1050,2195000,residential_sale,6,80,hyper_equipped,0,False,1,40,1,120,540,230,2,False,to_renovate
10644512,HOUSE,VILLA,Ville-Pommeroeul,Hainaut,7322,2250000,residential_sale,4,65,hyper_equipped,False,False,1,0,1,6714,536,7165,4,1,as_new
10571172,HOUSE,HOUSE,Ninove,East Flanders,9400,2290000,residential_sale,8,50,semi_equipped,0,1,1,0,1,0,310,5930,4,0,to_renovate
10391223,HOUSE,VILLA,Uccle,Brussels,1180,2350000,residential_sale,6,70,hyper_equipped,0,False,1,40,1,1400,420,1530,4,False,good
10599153,HOUSE,EXCEPTIONAL_PROPERTY,Neupré,Liège,4121,2450000,residential_sale,4,0,hyper_equipped,False,False,1,54,0,0,380,4045,4,1,as_new
10422748,HOUSE,VILLA,Rhode-Saint-Genese,Flemish Brabant,1640,2470000,residential_sale,5,77,hyper_equipped,False,False,1,0,0,0,485,2000,4,False,as_new
10616437,HOUSE,HOUSE,Etterbeek,Brussels,1040,2490000,residential_sale,4,105,usa_hyper_equipped,0,False,1,20,1,500,353,693,2,False,as_new
10615250,HOUSE,HOUSE,Etterbeek,Brussels,1040,2490000,residential_sale,4,105,usa_hyper_equipped,0,False,1,20,1,500,353,693,2,False,as_new
10640366,HOUSE,VILLA,Uccle,Brussels,1180,2495000,residential_sale,5,0,hyper_equipped,0,False,0,0,1,1601,515,1889,4,0,as_new
10517027,HOUSE,MANOR_HOUSE,Sint-Michiels,West Flanders,8200,2500000,residential_sale,4,0,installed,False,False,1,0,0,0,303,113332,4,False,good
10474742,HOUSE,VILLA,Rhode-Saint-Genèse,Flemish Brabant,1640,2590000,residential_sale,5,18,hyper_equipped,False,False,1,100,0,0,590,1918,4,1,as_new
10563373,HOUSE,VILLA,Knokke-Heist Knokke,West Flanders,8300,2595000,residential_sale,3,0,hyper_equipped,0,False,1,0,0,0,390,1180,4,1,good
10576989,HOUSE,EXCEPTIONAL_PROPERTY,La Hulpe,Walloon Brabant,1310,2600000,residential_sale,5,62,hyper_equipped,0,False,1,0,0,0,500,11000,4,1,as_new
10576990,HOUSE,EXCEPTIONAL_PROPERTY,Lasne,Walloon Brabant,1380,2600000,residential_sale,5,62,hyper_equipped,0,False,1,0,0,0,500,11000,4,1,as_new
10572828,HOUSE,HOUSE,Antwerp,Antwerp,2000,2800000,residential_sale,7,0,hyper_equipped,0,False,1,0,0,0,785,326,2,0,good
10491821,HOUSE,HOUSE,Ixelles,Brussels,1050,2950000,residential_sale,4,54,hyper_equipped,0,False,1,0,0,0,516,1450,4,False,as_new
10603644,HOUSE,HOUSE,Bruxelles,Brussels,1000,2990000,residential_sale,5,0,0,False,False,1,0,0,0,462,12300,0,False,as_new
9521970,HOUSE,APARTMENT_BLOCK,Bruxelles,Brussels,1000,3200000,residential_sale,0,0,semi_equipped,False,False,1,0,1,120,1425,0,2,False,to_be_done_up
10552315,HOUSE,EXCEPTIONAL_PROPERTY,Lasne,Walloon Brabant,1380,3695000,residential_sale,4,70,hyper_equipped,False,False,1,120,0,0,478,8000,4,1,as_new
10566646,HOUSE,VILLA,Knokke-Heist,West Flanders,8300,3950000,residential_sale,5,0,hyper_equipped,0,False,1,0,1,708,217,708,3,False,as_new
10391870,HOUSE,VILLA,Rhode-Saint-Genèse,Flemish Brabant,1640,4290000,residential_sale,6,0,usa_hyper_equipped,False,False,1,30,1,9706,1100,9706,4,1,as_new
10541444,HOUSE,VILLA,Uccle,Brussels,1180,4950000,residential_sale,5,110,hyper_equipped,False,False,1,110,1,1000,1000,1877,4,1,as_new
10480534,HOUSE,EXCEPTIONAL_PROPERTY,Ixelles,Brussels,1050,5500000,residential_sale,6,0,hyper_equipped,False,False,1,103,1,200,812,370,2,1,as_new
10511906,HOUSE,VILLA,Uccle,Brussels,1180,6200000,residential_sale,6,0,usa_hyper_equipped,False,False,1,200,1,75,700,75002,4,1,as_new
10679060,HOUSE,HOUSE,Mouscron,Hainaut,7700,149000,residential_sale,3,28,semi_equipped,False,False,1,0,1,100,126,166,2,False,good
10678905,HOUSE,HOUSE,Tilff,Liège,4130,300000,residential_sale,3,32,0,False,False,1,0,0,0,110,2189,4,0,good
10679343,HOUSE,HOUSE,Theux,Liège,4910,449000,residential_sale,7,0,0,1,False,1,45,1,1409,353,1546,3,1,good
10626730,APARTMENT,APARTMENT,Kruisem,East Flanders,9770,389000,residential_sale,3,50,0,False,False,1,0,1,0,144,0,2,False,as_new
10523809,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,395000,residential_sale,1,0,0,0,False,0,0,0,0,78,0,0,False,as_new
10472664,APARTMENT,APARTMENT,Boom,Antwerp,2850,399000,residential_sale,2,0,hyper_equipped,0,False,1,58,0,0,97,0,0,0,0
10638778,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,399000,residential_sale,1,0,installed,0,False,1,0,0,0,72,0,0,False,just_renovated
10622272,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,399000,residential_sale,1,0,installed,0,False,1,0,0,0,72,0,0,False,just_renovated
10608345,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,399000,residential_sale,1,0,installed,0,False,1,0,0,0,72,0,0,False,just_renovated
9884262,APARTMENT,DUPLEX,Bruxelles,Brussels,1000,425000,residential_sale,1,35,usa_hyper_equipped,0,False,1,12,0,0,96,0,2,False,just_renovated
10555722,APARTMENT,APARTMENT,St-Denijs-Westrem,East Flanders,9051,425000,residential_sale,3,0,hyper_equipped,False,False,1,10,1,0,120,0,4,0,as_new
10583189,APARTMENT,APARTMENT,Kortrijk,West Flanders,8500,428000,residential_sale,5,0,0,False,False,0,0,0,0,239,0,0,0,good
10098036,APARTMENT,PENTHOUSE,Uccle,Brussels,1180,440000,residential_sale,2,40,installed,False,False,1,6,0,0,152,0,3,0,good
9246623,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,449000,residential_sale,1,0,0,0,False,1,0,1,0,56,0,0,False,0
10578112,APARTMENT,APARTMENT,Gent,East Flanders,9000,450000,residential_sale,3,0,hyper_equipped,0,False,1,0,0,0,100,0,0,False,just_renovated
10568885,APARTMENT,PENTHOUSE,Brussels City,Brussels,1000,482000,residential_sale,3,0,hyper_equipped,False,False,1,13,0,0,126,0,4,False,as_new
10492623,APARTMENT,PENTHOUSE,Brussels City,Brussels,1000,482000,residential_sale,3,0,hyper_equipped,False,False,1,13,0,0,126,0,4,False,as_new
10607911,APARTMENT,APARTMENT,Blankenberge,West Flanders,8370,495000,residential_sale,2,0,0,1,False,1,0,0,0,73,0,0,False,just_renovated
10564651,APARTMENT,TRIPLEX,Bruxelles,Brussels,1000,499000,residential_sale,3,0,installed,0,False,0,0,0,0,130,0,2,False,to_be_done_up
10576180,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,Brussels,1150,499000,residential_sale,2,45,hyper_equipped,False,False,1,0,0,0,125,0,2,0,as_new
10563963,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,525000,residential_sale,2,0,hyper_equipped,0,False,0,0,0,0,80,0,0,False,as_new
10523793,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,525000,residential_sale,2,0,hyper_equipped,0,False,0,0,0,0,80,0,0,False,as_new
10519763,APARTMENT,APARTMENT,Nieuwpoort,West Flanders,8620,525000,residential_sale,2,0,hyper_equipped,0,False,0,0,0,0,80,0,0,False,as_new
10590247,APARTMENT,APARTMENT,Gent,East Flanders,9000,525000,residential_sale,3,0,0,0,False,1,0,0,0,160,0,0,False,as_new
9863734,APARTMENT,APARTMENT,Antwerpen,Antwerp,2000,545000,residential_sale,4,0,0,0,False,1,120,0,0,200,0,4,0,0
10632773,APARTMENT,PENTHOUSE,Ieper,West Flanders,8900,555000,residential_sale,3,0,usa_installed,False,False,0,0,0,0,176,0,0,False,0
10414709,APARTMENT,APARTMENT,Oostduinkerke,West Flanders,8670,590000,residential_sale,2,0,0,0,False,1,0,1,0,83,0,0,False,as_new
10554323,APARTMENT,APARTMENT,Oostduinkerke,West Flanders,8670,590000,residential_sale,2,0,0,0,False,1,0,1,0,83,0,0,False,as_new
10555082,APARTMENT,APARTMENT,Knokke,West Flanders,8300,595000,residential_sale,2,0,hyper_equipped,False,False,1,6,0,0,79,0,2,0,good
10528921,APARTMENT,APARTMENT,Kontich,Antwerp,2550,599000,residential_sale,2,70,installed,False,False,1,74,0,0,150,0,0,0,as_new
10536913,APARTMENT,APARTMENT,Knokke,West Flanders,8300,599000,residential_sale,2,0,hyper_equipped,1,False,1,5,0,0,90,0,2,0,as_new
10493803,APARTMENT,APARTMENT,Wenduine,West Flanders,8420,621500,residential_sale,2,0,hyper_equipped,False,False,1,0,1,0,103,0,0,False,0
10069009,APARTMENT,APARTMENT,Knokke,West Flanders,8300,669000,residential_sale,3,0,hyper_equipped,False,False,1,7,0,0,94,0,2,0,good
10679654,HOUSE,VILLA,Somme-Leuze,Namur,5377,450000,residential_sale,5,0,0,False,False,0,0,1,1998,192,1998,4,False,good
10679653,HOUSE,HOUSE,Somme-Leuze,Namur,5377,450000,residential_sale,5,0,0,False,False,0,0,1,1998,192,1998,4,False,good
10679583,HOUSE,HOUSE,Hasselt,Limburg,3500,475000,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,153,1993,4,False,good
10678850,HOUSE,MIXED_USE_BUILDING,Schaerbeek,Brussels,1030,585000,residential_sale,3,20,not_installed,False,False,0,0,0,0,197,0,2,False,to_renovate
10653097,HOUSE,HOUSE,Balen,Antwerp,2490,319000,residential_sale,3,63,installed,False,False,1,0,1,0,185,2310,0,False,good
10653117,HOUSE,HOUSE,Bredene,West Flanders,8450,348000,residential_sale,3,0,installed,False,False,1,0,1,0,156,261,3,0,good
10651748,HOUSE,HOUSE,Landen,Flemish Brabant,3400,449000,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,170,1684,0,False,as_new
10656577,HOUSE,HOUSE,Mechelen,Antwerp,2800,225000,residential_sale,1,20,installed,False,False,0,0,0,0,88,24,2,0,good
10656207,HOUSE,VILLA,Knokke-Heist,West Flanders,8301,975000,residential_sale,3,0,usa_hyper_equipped,False,False,1,0,0,0,248,614,4,0,as_new
10659310,HOUSE,HOUSE,Bredene,West Flanders,8450,150000,residential_sale,3,14,0,False,False,1,0,0,0,85,56,2,False,to_renovate
10659552,HOUSE,HOUSE,Liège,Liège,4000,199000,residential_sale,3,0,not_installed,0,1,0,0,0,0,280,100,2,0,0
10659550,HOUSE,APARTMENT_BLOCK,Liège,Liège,4000,215000,residential_sale,6,0,semi_equipped,0,1,1,0,0,0,280,79,2,0,0
10659549,HOUSE,HOUSE,Liège,Liège,4000,215000,residential_sale,6,0,semi_equipped,0,1,1,0,0,0,280,79,2,0,0
10658784,HOUSE,HOUSE,Hakendover,Flemish Brabant,3300,275000,residential_sale,3,12,0,0,False,1,10,1,641,230,874,2,0,good
10657920,HOUSE,VILLA,Meulebeke,West Flanders,8760,335000,residential_sale,4,0,0,False,False,0,0,1,0,205,703,4,False,to_be_done_up
10658294,HOUSE,HOUSE,Maldegem,East Flanders,9991,345000,residential_sale,3,0,0,False,False,0,0,1,0,175,766,4,False,to_renovate
10658123,HOUSE,HOUSE,Landen,Flemish Brabant,3400,349000,residential_sale,4,35,installed,False,False,0,0,1,960,255,1101,3,False,to_be_done_up
10658542,HOUSE,HOUSE,Waregem,West Flanders,8790,349000,residential_sale,4,30,installed,0,1,1,0,1,0,170,0,4,0,good
10659005,HOUSE,HOUSE,Menen,West Flanders,8930,349000,residential_sale,3,0,hyper_equipped,False,False,1,0,0,0,114,415,3,False,as_new
10659514,HOUSE,COUNTRY_COTTAGE,Hove,Antwerp,2540,688000,residential_sale,3,68,hyper_equipped,1,False,1,1,1,900,0,1040,4,False,as_new
10659021,HOUSE,MIXED_USE_BUILDING,Etterbeek,Brussels,1040,2250000,residential_sale,10,36,0,False,False,1,0,0,0,670,107,2,False,just_renovated
10659293,HOUSE,VILLA,Knokke-Heist,West Flanders,8300,5650000,residential_sale,6,16,0,False,False,1,40,1,0,404,561,0,False,0
10658623,HOUSE,HOUSE,Knokke-Zoute,West Flanders,8300,6495000,residential_sale,5,0,hyper_equipped,0,False,1,0,1,0,535,1106,4,1,as_new
10519131,HOUSE,HOUSE,Trooz,Liège,4870,59000,residential_sale,3,36,not_installed,False,False,1,20,0,0,120,124,4,False,to_restore
10572881,HOUSE,HOUSE,Bilzen,Limburg,3740,279000,residential_sale,3,0,installed,0,1,0,0,1,1,218,500,4,False,as_new
10664206,HOUSE,HOUSE,SAINT-GILLES,Brussels,1060,595000,residential_sale,6,0,not_installed,0,1,1,0,0,0,0,0,2,0,to_renovate
10663989,HOUSE,MIXED_USE_BUILDING,Zoersel,Antwerp,2980,675000,residential_sale,0,0,not_installed,0,False,0,0,0,0,635,3451,4,False,to_renovate
10664253,HOUSE,APARTMENT_BLOCK,Ixelles,Brussels,1050,850000,residential_sale,0,0,semi_equipped,0,1,0,0,0,0,240,45,2,0,0
10670485,HOUSE,HOUSE,MAURAGE,Hainaut,7110,165000,residential_sale,3,0,semi_equipped,0,1,1,0,1,200,148,469,3,0,to_be_done_up
10669809,HOUSE,HOUSE,Lebbeke,East Flanders,9280,169000,residential_sale,3,40,0,0,False,0,0,0,0,185,164,2,0,to_renovate
10624853,APARTMENT,APARTMENT,Knokke-Zoute,West Flanders,8300,675000,residential_sale,2,0,hyper_equipped,0,False,0,0,0,0,0,0,3,False,as_new
10251510,APARTMENT,APARTMENT,Knokke-Zoute,West Flanders,8300,675000,residential_sale,2,0,hyper_equipped,0,False,0,0,0,0,0,0,3,False,as_new
10250846,APARTMENT,APARTMENT,Knokke,West Flanders,8300,675000,residential_sale,2,0,hyper_equipped,1,False,0,0,0,0,55,0,2,0,as_new
10085336,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,675000,residential_sale,2,0,0,0,False,0,0,0,0,55,0,0,0,good
10623099,APARTMENT,PENTHOUSE,Mouscron,Hainaut,7700,685000,residential_sale,3,0,hyper_equipped,False,False,1,0,0,0,0,0,4,False,as_new
9961519,APARTMENT,APARTMENT,Uccle,Brussels,1180,695000,residential_sale,3,46,not_installed,False,1,0,0,0,0,226,0,2,0,as_new
10616805,APARTMENT,APARTMENT,Knokke,West Flanders,8300,695000,residential_sale,2,0,hyper_equipped,1,False,1,4,0,0,74,0,2,0,as_new
10613940,APARTMENT,APARTMENT,Antwerp,Antwerp,2000,698000,residential_sale,2,0,0,False,False,1,0,0,0,160,0,2,False,as_new
10491480,APARTMENT,APARTMENT,Knokke,West Flanders,8300,699000,residential_sale,3,0,hyper_equipped,False,False,1,7,0,0,95,0,2,0,as_new
10298154,APARTMENT,GROUND_FLOOR,Forest,Brussels,1190,700000,residential_sale,3,35,0,False,1,1,50,1,300,140,0,0,False,as_new
10298153,APARTMENT,GROUND_FLOOR,Forest,Brussels,1190,700000,residential_sale,2,35,0,False,1,1,50,1,300,140,0,0,False,as_new
10161130,APARTMENT,APARTMENT,Aartselaar,Antwerp,2630,725000,residential_sale,4,52,0,False,False,0,0,0,0,200,0,0,False,just_renovated
10552386,APARTMENT,DUPLEX,Wemmel,Flemish Brabant,1780,780000,residential_sale,2,0,usa_hyper_equipped,0,False,1,48,0,0,0,0,4,False,as_new
10508312,APARTMENT,APARTMENT,Knokke,West Flanders,8300,795000,residential_sale,2,0,hyper_equipped,1,False,1,0,1,0,85,0,2,False,as_new
10623939,APARTMENT,PENTHOUSE,Sint-Niklaas,East Flanders,9100,795000,residential_sale,3,0,0,0,False,0,0,0,0,150,0,0,False,good
10578855,APARTMENT,APARTMENT,Oostduinkerke,West Flanders,8670,875000,residential_sale,3,0,installed,False,False,1,0,0,0,144,0,0,False,0
10639170,APARTMENT,PENTHOUSE,Waterloo,Walloon Brabant,1410,895000,residential_sale,3,75,usa_hyper_equipped,0,False,1,46,0,0,181,0,0,0,as_new
10639171,APARTMENT,PENTHOUSE,Braine-l'Alleud,Walloon Brabant,1420,895000,residential_sale,3,75,usa_hyper_equipped,0,False,1,46,0,0,181,0,0,0,as_new
10514793,APARTMENT,DUPLEX,Knokke-Heist,West Flanders,8300,895000,residential_sale,2,0,0,0,False,1,8,0,0,81,0,0,False,0
10488119,APARTMENT,GROUND_FLOOR,Oostende,West Flanders,8400,895000,residential_sale,3,40,installed,0,False,0,0,1,130,110,0,3,False,as_new
10335355,APARTMENT,APARTMENT,Antwerp 1,Antwerp,2018,935000,residential_sale,2,0,installed,0,False,1,45,0,0,245,0,2,0,as_new
10058236,APARTMENT,APARTMENT,Knokke,West Flanders,8300,975000,residential_sale,6,0,installed,False,False,0,0,1,0,216,0,2,False,as_new
10007850,APARTMENT,APARTMENT,Duinbergen,West Flanders,8301,975000,residential_sale,6,0,installed,False,False,0,0,1,0,216,0,2,False,as_new
10541467,APARTMENT,APARTMENT,Ixelles,Brussels,1050,1080000,residential_sale,4,0,0,False,False,0,0,0,0,300,0,2,0,to_be_done_up
9880866,APARTMENT,GROUND_FLOOR,Uccle,Brussels,1180,1100000,residential_sale,4,60,hyper_equipped,False,False,1,0,0,0,244,0,3,False,good
10505726,APARTMENT,APARTMENT,Knokke,West Flanders,8300,1350000,residential_sale,2,0,0,0,False,0,0,0,0,75,0,0,0,good
10537512,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,1595000,residential_sale,2,0,0,0,False,1,0,0,0,95,0,2,0,good
10442259,APARTMENT,APARTMENT,Knokke,West Flanders,8300,1850000,residential_sale,3,0,hyper_equipped,False,False,0,0,0,0,125,0,2,0,as_new
10439083,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,1850000,residential_sale,3,0,hyper_equipped,0,False,1,0,0,0,125,0,3,False,as_new
10623008,APARTMENT,PENTHOUSE,Ixelles,Brussels,1050,1980000,residential_sale,4,80,0,0,False,1,95,0,0,345,0,4,0,as_new
10669183,HOUSE,HOUSE,Geraardsbergen,East Flanders,9500,205000,residential_sale,4,28,usa_installed,False,False,1,16,0,0,185,280,2,False,good
10670721,HOUSE,HOUSE,Herstal,Liège,4040,210000,residential_sale,3,12,semi_equipped,0,False,0,0,1,120,150,209,1,False,to_be_done_up
10631342,HOUSE,HOUSE,TAMINES,Namur,5060,229000,residential_sale,3,30,installed,0,1,1,57,1,69,90,230,3,0,just_renovated
10668894,HOUSE,APARTMENT_BLOCK,Liège Jupillesur-Meuse,Liège,4020,265000,residential_sale,5,0,semi_equipped,False,False,1,50,1,50,259,280,2,False,good
10669602,HOUSE,HOUSE,Brakel,East Flanders,9660,269000,residential_sale,6,0,semi_equipped,0,False,1,0,1,0,0,832,3,0,to_be_done_up
10670934,HOUSE,HOUSE,Anderlecht,Brussels,1070,325000,residential_sale,4,35,installed,0,1,0,0,1,40,180,130,2,0,0
10670986,HOUSE,HOUSE,BOUFFIOULX,Hainaut,6200,330000,residential_sale,6,0,hyper_equipped,0,1,1,15,1,410,270,560,3,0,good
10668620,HOUSE,HOUSE,Nieuwerkerken,East Flanders,9320,360000,residential_sale,4,0,installed,False,False,0,0,0,0,0,711,3,False,good
10668619,HOUSE,HOUSE,Nieuwerkerken,East Flanders,9320,360000,residential_sale,4,0,installed,False,False,0,0,0,0,0,711,3,False,good
10668932,HOUSE,VILLA,Spa,Liège,4900,385000,residential_sale,3,53,installed,False,False,1,0,0,0,268,851,4,0,good
10669452,HOUSE,HOUSE,Lebbeke,East Flanders,9280,409000,residential_sale,4,35,hyper_equipped,False,False,1,0,0,0,215,874,3,0,good
10671144,HOUSE,VILLA,Zottegem,East Flanders,9620,439000,residential_sale,3,38,0,False,False,1,0,1,0,232,1119,4,False,to_be_done_up
10669424,HOUSE,HOUSE,Merchtem,Flemish Brabant,1785,485000,residential_sale,3,0,hyper_equipped,False,False,1,0,0,0,234,750,4,False,as_new
10668884,HOUSE,HOUSE,Anthisnes,Liège,4160,490000,residential_sale,4,45,installed,0,False,1,0,0,0,200,1638,4,1,as_new
10668930,HOUSE,HOUSE,Tavier,Liège,4163,490000,residential_sale,4,45,installed,0,False,1,0,0,0,200,1638,4,1,as_new
10670340,HOUSE,HOUSE,Zottegem,East Flanders,9620,525000,residential_sale,3,20,hyper_equipped,False,False,1,0,1,0,221,288,0,False,good
10670958,HOUSE,HOUSE,WÉPION,Namur,5100,595000,residential_sale,5,27,installed,0,1,0,0,0,0,223,1135,4,0,0
10671038,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,700000,residential_sale,5,0,hyper_equipped,0,1,0,0,0,0,290,0,0,0,as_new
10671039,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,1000000,residential_sale,6,0,installed,0,1,1,0,0,0,390,0,0,0,as_new
10672476,HOUSE,HOUSE,Oudenburg,West Flanders,8460,249000,residential_sale,2,33,installed,False,False,0,0,1,0,148,373,2,False,good
